Episode,Reward
821,141.0
822,120.0
823,119.0
824,113.0
825,142.0
826,124.0
827,121.0
828,119.0
829,119.0
830,142.0
831,123.0
832,111.0
833,147.0
834,130.0
835,132.0
836,117.0
837,123.0
838,124.0
839,121.0
840,125.0
841,144.0
842,121.0
843,82.0
844,131.0
845,128.0
846,133.0
847,134.0
848,144.0
849,129.0
850,123.0
851,140.0
852,125.0
853,129.0
854,129.0
855,139.0
856,128.0
857,134.0
858,135.0
859,115.0
860,126.0
861,144.0
862,131.0
863,118.0
864,139.0
865,130.0
866,134.0
867,133.0
868,122.0
869,133.0
870,125.0
871,141.0
872,138.0
873,137.0
874,138.0
875,137.0
876,133.0
877,134.0
878,149.0
879,140.0
880,130.0
881,16162.0
882,77.0
883,74.0
884,105.0
885,12.0
886,53.0
887,83.0
888,79.0
889,15.0
890,19.0
891,15.0
892,136.0
893,16.0
894,172.0
895,101.0
896,85.0
897,78.0
898,77.0
899,158.0
900,17.0
901,69.0
902,77.0
903,19.0
904,105.0
905,88.0
906,18.0
907,88.0
908,22.0
909,130.0
910,21.0
911,86.0
912,109.0
913,91.0
914,92.0
915,72.0
916,22.0
917,54.0
918,245.0
919,23.0
920,94.0
921,19.0
922,20.0
923,94.0
924,17.0
925,20.0
926,84.0
927,19.0
928,52.0
929,85.0
930,105.0
931,128.0
932,54.0
933,91.0
934,20.0
935,20.0
936,83.0
937,21.0
938,88.0
939,103.0
940,467.0
941,83.0
942,91.0
943,95.0
944,84.0
945,90.0
946,92.0
947,107.0
948,97.0
949,99.0
950,103.0
951,92.0
952,99.0
953,117.0
954,96.0
955,96.0
956,111.0
957,101.0
958,104.0
959,102.0
960,101.0
961,105.0
962,101.0
963,100.0
964,106.0
965,102.0
966,108.0
967,95.0
968,106.0
969,102.0
970,107.0
971,107.0
972,107.0
973,107.0
974,99.0
975,110.0
976,115.0
977,111.0
978,100.0
979,108.0
980,89.0
981,107.0
982,101.0
983,103.0
984,112.0
985,126.0
986,109.0
987,114.0
988,114.0
989,95.0
990,113.0
991,113.0
992,121.0
993,108.0
994,116.0
995,101.0
996,116.0
997,114.0
998,129.0
999,123.0
1000,94.0
1001,90.0
1002,117.0
1003,117.0
1004,113.0
1005,146.0
1006,140.0
1007,125.0
1008,138.0
1009,130.0
1010,135.0
1011,131.0
1012,133.0
1013,131.0
1014,154.0
1015,171.0
1016,147.0
1017,141.0
1018,178.0
1019,180.0
1020,168.0
1021,153.0
1022,176.0
1023,277.0
1024,270.0
1025,232.0
1026,162.0
1027,186.0
1028,8466.0
1029,197.0
1030,196.0
1031,218.0
1032,248.0
1033,393.0
1034,318.0
1035,398.0
1036,381.0
1037,335.0
1038,404.0
1039,127.0
1040,339.0
1041,252.0
1042,9137.0
1043,816.0
1044,372.0
1045,382.0
1046,429.0
1047,387.0
1048,4745.0
1049,3732.0
1050,302.0
1051,393.0
1052,431.0
1053,313.0
1054,279.0
1055,313.0
1056,363.0
1057,404.0
1058,324.0
1059,297.0
1060,326.0
1061,407.0
1062,330.0
1063,376.0
1064,272.0
1065,373.0
1066,256.0
1067,318.0
1068,385.0
1069,211.0
1070,217.0
1071,228.0
1072,468.0
1073,463.0
1074,403.0
1075,212.0
1076,1318.0
1077,357.0
1078,232.0
1079,578.0
1080,648.0
1081,331.0
1082,459.0
1083,244.0
1084,260.0
1085,964.0
1086,726.0
1087,23076.0
1088,30609.0
1089,2845.0
1090,468.0
1091,230.0
1092,694.0
1093,762.0
1094,439.0
1095,184.0
1096,2630.0
1097,1545.0
1098,2742.0
1099,16771.0
1100,567.0
1101,746.0
1102,3782.0
1103,1866.0
1104,944.0
1105,317.0
1106,282.0
1107,243.0
1108,262.0
1109,296.0
1110,1093.0
1111,500.0
1112,307.0
1113,846.0
1114,230.0
1115,929.0
1116,255.0
1117,231.0
1118,252.0
1119,3200.0
1120,1181.0
1121,420.0
1122,206.0
1123,660.0
1124,647.0
1125,252.0
1126,223.0
1127,271.0
1128,924.0
1129,244.0
1130,854.0
1131,923.0
1132,287.0
1133,1136.0
1134,3563.0
1135,28112.0
1136,10796.0
1137,183.0
1138,674.0
1139,21942.0
1140,2951.0
1141,248.0
1142,347.0
1143,17502.0
1144,182.0
1145,836.0
1146,249.0
1147,2688.0
1148,3638.0
1149,663.0
1150,1124.0
1151,198.0
1152,208.0
1153,262.0
1154,513.0
1155,192.0
1156,331.0
1157,611.0
1158,854.0
1159,861.0
1160,202.0
1161,204.0
1162,539.0
1163,261.0
1164,871.0
1165,754.0
1166,1334.0
1167,311.0
1168,306.0
1169,288.0
1170,333.0
1171,325.0
1172,1416.0
1173,228.0
1174,3252.0
1175,647.0
1176,438.0
1177,1244.0
1178,552.0
1179,515.0
1180,800.0
1181,981.0
1182,1267.0
1183,234.0
1184,223.0
1185,199.0
1186,561.0
1187,788.0
1188,957.0
1189,6862.0
1190,482.0
1191,503.0
1192,869.0
1193,244.0
1194,229.0
1195,474.0
1196,330.0
1197,1687.0
1198,1373.0
1199,288.0
1200,251.0
1201,703.0
1202,946.0
1203,238.0
1204,241.0
1205,433.0
1206,280.0
1207,1314.0
1208,255.0
1209,828.0
1210,395.0
1211,696.0
1212,368.0
1213,734.0
1214,2138.0
1215,1665.0
1216,435.0
1217,334.0
1218,327.0
1219,147.0
1220,402.0
1221,551.0
1222,817.0
1223,147.0
1224,346.0
1225,825.0
1226,481.0
1227,361.0
1228,669.0
1229,657.0
1230,690.0
1231,530.0
1232,465.0
1233,1264.0
1234,415.0
1235,168.0
1236,739.0
1237,953.0
1238,4301.0
1239,732.0
1240,327.0
1241,628.0
1242,9378.0
1243,4220.0
1244,555.0
1245,1147.0
1246,209.0
1247,1261.0
1248,809.0
1249,11121.0
1250,433.0
1251,2906.0
1252,264.0
1253,1386.0
1254,364.0
1255,1044.0
1256,412.0
1257,395.0
1258,494.0
1259,1034.0
1260,1165.0
1261,349.0
1262,3619.0
1263,16213.0
1264,10873.0
1265,1368.0
1266,1180.0
1267,640.0
1268,1935.0
1269,11221.0
1270,2621.0
1271,248.0
1272,155.0
1273,241.0
1274,1414.0
1275,477.0
1276,1184.0
1277,711.0
1278,274.0
1279,1199.0
1280,472.0
1281,350.0
1282,246.0
1283,553.0
1284,404.0
1285,324.0
1286,374.0
1287,478.0
1288,500.0
1289,971.0
1290,5942.0
1291,21066.0
1292,451.0
1293,481.0
1294,420.0
1295,676.0
1296,324.0
1297,776.0
1298,690.0
1299,956.0
1300,1982.0
1301,18545.0
1302,216.0
1303,204.0
1304,306.0
1305,206.0
1306,186.0
1307,193.0
1308,210.0
1309,322.0
1310,229.0
1311,309.0
1312,240.0
1313,2724.0
1314,223.0
1315,374.0
1316,265.0
1317,298.0
1318,17442.0
1319,1004.0
1320,923.0
1321,249.0
1322,669.0
1323,540.0
1324,21572.0
1325,875.0
1326,3205.0
1327,634.0
1328,185.0
1329,3218.0
1330,3976.0
1331,930.0
1332,23107.0
1333,143.0
1334,135.0
1335,223.0
1336,277.0
1337,277.0
1338,187.0
1339,253.0
1340,219.0
1341,386.0
1342,311.0
1343,313.0
1344,297.0
1345,305.0
1346,235.0
1347,447.0
1348,435.0
1349,3707.0
1350,344.0
1351,435.0
1352,279.0
1353,1061.0
1354,446.0
1355,344.0
1356,473.0
1357,295.0
1358,272.0
1359,252.0
1360,312.0
1361,285.0
1362,160.0
1363,199.0
1364,275.0
1365,237.0
1366,272.0
1367,244.0
1368,237.0
1369,323.0
1370,405.0
1371,169.0
1372,162.0
1373,311.0
1374,389.0
1375,358.0
1376,184.0
1377,381.0
1378,120.0
1379,125.0
1380,173.0
1381,168.0
1382,147.0
1383,186.0
1384,187.0
1385,182.0
1386,144.0
1387,170.0
1388,140.0
1389,149.0
1390,135.0
1391,162.0
1392,146.0
1393,128.0
1394,113.0
1395,121.0
1396,127.0
1397,133.0
1398,129.0
1399,115.0
1400,138.0
1401,139.0
1402,133.0
1403,130.0
1404,149.0
1405,156.0
1406,149.0
1407,144.0
1408,145.0
1409,131.0
1410,129.0
1411,140.0
1412,140.0
1413,142.0
1414,144.0
1415,149.0
1416,142.0
1417,151.0
1418,149.0
1419,138.0
1420,132.0
1421,141.0
1422,136.0
1423,140.0
1424,126.0
1425,134.0
1426,128.0
1427,124.0
1428,123.0
1429,128.0
1430,136.0
1431,126.0
1432,120.0
1433,144.0
1434,127.0
1435,126.0
1436,139.0
1437,135.0
1438,134.0
1439,137.0
1440,140.0
1441,147.0
1442,142.0
1443,142.0
1444,129.0
1445,127.0
1446,150.0
1447,137.0
1448,130.0
1449,118.0
1450,130.0
1451,136.0
1452,143.0
1453,145.0
1454,124.0
1455,148.0
1456,134.0
1457,137.0
1458,137.0
1459,127.0
1460,154.0
1461,130.0
1462,126.0
1463,157.0
1464,163.0
1465,139.0
1466,141.0
1467,157.0
1468,157.0
1469,155.0
1470,146.0
1471,143.0
1472,134.0
1473,162.0
1474,141.0
1475,174.0
1476,142.0
1477,139.0
1478,162.0
1479,151.0
1480,145.0
1481,141.0
1482,165.0
1483,166.0
1484,137.0
1485,152.0
1486,165.0
1487,184.0
1488,181.0
1489,171.0
1490,196.0
1491,218.0
1492,241.0
1493,154.0
1494,188.0
1495,181.0
1496,188.0
1497,179.0
1498,195.0
1499,177.0
1500,252.0
1501,241.0
1502,539.0
1503,712.0
1504,1274.0
1505,5951.0
1506,248.0
1507,1643.0
1508,3540.0
1509,534.0
1510,274.0
1511,1061.0
1512,301.0
1513,685.0
1514,642.0
1515,599.0
1516,418.0
1517,428.0
1518,353.0
1519,926.0
1520,427.0
1521,210.0
1522,430.0
1523,332.0
1524,270.0
1525,385.0
1526,1459.0
1527,747.0
1528,391.0
1529,412.0
1530,164.0
1531,249.0
1532,397.0
1533,300.0
1534,367.0
1535,521.0
1536,388.0
1537,234.0
1538,390.0
1539,868.0
1540,2762.0
1541,621.0
1542,487.0
1543,556.0
1544,660.0
1545,553.0
1546,376.0
1547,449.0
1548,1552.0
1549,549.0
1550,554.0
1551,428.0
1552,327.0
1553,300.0
1554,492.0
1555,425.0
1556,210.0
1557,346.0
1558,608.0
1559,355.0
1560,432.0
1561,317.0
1562,391.0
1563,386.0
1564,346.0
1565,499.0
1566,834.0
1567,1005.0
1568,750.0
1569,1807.0
1570,681.0
1571,897.0
1572,1464.0
1573,512.0
1574,563.0
1575,191.0
1576,1000.0
1577,20352.0
1578,1680.0
1579,861.0
1580,198.0
1581,125.0
1582,997.0
1583,306.0
1584,254.0
1585,100.0
1586,744.0
1587,1914.0
1588,1329.0
1589,472.0
1590,631.0
1591,6821.0
1592,177.0
1593,14474.0
1594,9419.0
1595,697.0
1596,401.0
1597,569.0
1598,575.0
1599,779.0
1600,389.0
1601,342.0
1602,219.0
1603,232.0
1604,322.0
1605,454.0
1606,425.0
1607,237.0
1608,226.0
1609,229.0
1610,549.0
1611,196.0
1612,162.0
1613,180.0
1614,172.0
1615,242.0
1616,201.0
1617,236.0
1618,246.0
1619,231.0
1620,228.0
1621,158.0
1622,232.0
1623,229.0
1624,222.0
1625,442.0
1626,475.0
1627,389.0
1628,293.0
1629,239.0
1630,338.0
1631,193.0
1632,196.0
1633,205.0
1634,4058.0
1635,1450.0
1636,464.0
1637,1210.0
1638,1363.0
1639,1462.0
1640,175.0
1641,218.0
1642,177.0
1643,196.0
1644,142.0
1645,204.0
1646,179.0
1647,205.0
1648,180.0
1649,176.0
1650,405.0
1651,375.0
1652,152.0
1653,196.0
1654,227.0
1655,227.0
1656,614.0
1657,209.0
1658,332.0
1659,320.0
1660,790.0
1661,187.0
1662,134.0
1663,402.0
1664,388.0
1665,129.0
1666,630.0
1667,882.0
1668,1657.0
1669,1493.0
1670,336.0
1671,938.0
1672,10519.0
1673,7343.0
1674,2578.0
1675,1093.0
1676,1104.0
1677,735.0
1678,198.0
1679,175.0
1680,214.0
1681,200.0
1682,182.0
1683,188.0
1684,195.0
1685,177.0
1686,175.0
1687,392.0
1688,450.0
1689,667.0
1690,248.0
1691,548.0
1692,390.0
1693,229.0
1694,369.0
1695,396.0
1696,424.0
1697,653.0
1698,566.0
1699,820.0
1700,317.0
1701,995.0
1702,775.0
1703,888.0
1704,8472.0
1705,647.0
1706,575.0
1707,4092.0
1708,894.0
1709,759.0
1710,252.0
1711,772.0
1712,1072.0
1713,242.0
1714,325.0
1715,159.0
1716,159.0
1717,163.0
1718,213.0
1719,157.0
1720,154.0
1721,166.0
1722,697.0
1723,167.0
1724,912.0
1725,187.0
1726,53653.0
1727,936.0
1728,54.0
1729,222.0
1730,234.0
1731,349.0
1732,316.0
1733,464.0
1734,3952.0
1735,7782.0
1736,130.0
1737,122.0
1738,152.0
1739,134.0
1740,139.0
1741,124.0
1742,792.0
1743,165.0
1744,154.0
1745,743.0
1746,120.0
1747,140.0
1748,133.0
1749,171.0
1750,149.0
1751,138.0
1752,129.0
1753,152.0
1754,159.0
1755,140.0
1756,162.0
1757,143.0
1758,172.0
1759,162.0
1760,279.0
1761,370.0
1762,277.0
1763,222.0
1764,410.0
1765,225.0
1766,159.0
1767,158.0
1768,151.0
1769,184.0
1770,176.0
1771,174.0
1772,160.0
1773,156.0
1774,173.0
1775,125.0
1776,139.0
1777,142.0
1778,204.0
1779,121.0
1780,178.0
1781,169.0
1782,196.0
1783,153.0
1784,438.0
1785,160.0
1786,158.0
1787,186.0
1788,167.0
1789,162.0
1790,185.0
1791,351.0
1792,213.0
1793,423.0
1794,153.0
1795,184.0
1796,277.0
1797,279.0
1798,175.0
1799,191.0
1800,196.0
1801,157.0
1802,359.0
1803,411.0
1804,378.0
1805,161.0
1806,192.0
1807,208.0
1808,368.0
1809,389.0
1810,182.0
1811,347.0
1812,218.0
1813,195.0
1814,399.0
1815,524.0
1816,156.0
1817,152.0
1818,169.0
1819,916.0
1820,174.0
1821,702.0
1822,178.0
1823,175.0
1824,138.0
1825,153.0
1826,156.0
1827,135.0
1828,420.0
1829,148.0
1830,135.0
1831,214.0
1832,142.0
1833,145.0
1834,114.0
1835,147.0
1836,144.0
1837,149.0
1838,125.0
1839,138.0
1840,148.0
1841,130.0
1842,144.0
1843,134.0
1844,126.0
1845,133.0
1846,117.0
1847,126.0
1848,124.0
1849,129.0
1850,124.0
1851,139.0
1852,125.0
1853,130.0
1854,135.0
1855,139.0
1856,125.0
1857,143.0
1858,124.0
1859,132.0
1860,120.0
1861,130.0
1862,132.0
1863,136.0
1864,169.0
1865,155.0
1866,1316.0
1867,178.0
1868,150.0
1869,130.0
1870,162.0
1871,147.0
1872,151.0
1873,136.0
1874,156.0
1875,665.0
1876,215.0
1877,219.0
1878,204.0
1879,266.0
1880,186.0
1881,175.0
1882,264.0
1883,617.0
1884,1407.0
1885,172.0
1886,280.0
1887,197.0
1888,205.0
1889,175.0
1890,197.0
1891,185.0
1892,230.0
1893,197.0
1894,269.0
1895,228.0
1896,197.0
1897,243.0
1898,259.0
1899,63.0
1900,147.0
1901,257.0
1902,51.0
1903,62.0
1904,660.0
1905,220.0
1906,186.0
1907,216.0
1908,186.0
1909,464.0
1910,217.0
1911,191.0
1912,246.0
1913,182.0
1914,153.0
1915,193.0
1916,160.0
1917,153.0
1918,355.0
1919,210.0
1920,143.0
1921,149.0
1922,316.0
1923,248.0
1924,238.0
1925,204.0
1926,266.0
1927,231.0
1928,268.0
1929,252.0
1930,2178.0
1931,304.0
1932,328.0
1933,382.0
1934,223.0
1935,244.0
1936,221.0
1937,250.0
1938,253.0
1939,197.0
1940,262.0
1941,191.0
1942,246.0
1943,234.0
1944,217.0
1945,216.0
1946,244.0
1947,182.0
1948,213.0
1949,213.0
1950,234.0
1951,441.0
1952,424.0
1953,218.0
1954,232.0
1955,211.0
1956,187.0
1957,170.0
1958,206.0
1959,183.0
1960,163.0
1961,189.0
1962,169.0
1963,162.0
1964,165.0
1965,165.0
1966,159.0
1967,157.0
1968,174.0
1969,194.0
1970,169.0
1971,184.0
1972,183.0
1973,227.0
1974,288.0
1975,588.0
1976,1001.0
1977,591.0
1978,551.0
1979,594.0
1980,576.0
1981,379.0
1982,680.0
1983,623.0
1984,213.0
1985,614.0
1986,439.0
1987,243.0
1988,652.0
1989,586.0
1990,641.0
1991,1086.0
1992,2874.0
1993,5124.0
1994,1303.0
1995,733.0
1996,402.0
1997,386.0
1998,489.0
1999,506.0
2000,155.0
2001,170.0
2002,388.0
2003,152.0
2004,150.0
2005,160.0
2006,171.0
2007,465.0
2008,191.0
2009,290.0
2010,174.0
2011,179.0
2012,148.0
2013,147.0
2014,159.0
2015,415.0
2016,688.0
2017,160.0
2018,176.0
2019,202.0
2020,173.0
2021,159.0
2022,173.0
2023,792.0
2024,179.0
2025,183.0
2026,157.0
2027,184.0
2028,197.0
2029,188.0
2030,172.0
2031,201.0
2032,802.0
2033,1395.0
2034,1211.0
2035,642.0
2036,160.0
2037,1072.0
2038,4449.0
2039,27645.0
2040,1388.0
2041,714.0
2042,1155.0
2043,174.0
2044,8070.0
2045,101.0
2046,15915.0
2047,2726.0
2048,839.0
2049,1598.0
2050,264.0
2051,171.0
2052,210.0
2053,171.0
2054,139.0
2055,313.0
2056,655.0
2057,387.0
2058,303.0
2059,642.0
2060,1193.0
2061,1527.0
2062,8500.0
2063,161.0
2064,177.0
2065,373.0
2066,225.0
2067,297.0
2068,170.0
2069,373.0
2070,176.0
2071,277.0
2072,419.0
2073,160.0
2074,410.0
2075,203.0
2076,191.0
2077,199.0
2078,255.0
2079,241.0
2080,425.0
2081,232.0
2082,373.0
2083,210.0
2084,223.0
2085,181.0
2086,218.0
2087,161.0
2088,218.0
2089,173.0
2090,169.0
2091,203.0
2092,191.0
2093,185.0
2094,208.0
2095,209.0
2096,201.0
2097,199.0
2098,201.0
2099,213.0
2100,175.0
2101,204.0
2102,183.0
2103,169.0
2104,204.0
2105,214.0
2106,240.0
2107,221.0
2108,1301.0
2109,195.0
