Episode,Reward
260,131.0
261,244.0
262,134.0
263,264.0
264,233.0
265,151.0
266,144.0
267,212.0
268,127.0
269,254.0
270,129.0
271,241.0
272,282.0
273,364.0
274,336.0
275,130.0
276,540.0
277,323.0
278,285.0
279,182.0
280,338.0
281,137.0
282,179.0
283,149.0
284,603.0
285,695.0
286,497.0
287,551.0
288,146.0
289,275.0
290,191.0
291,606.0
292,148.0
293,216.0
294,202.0
295,282.0
296,213.0
297,351.0
298,117.0
299,121.0
300,129.0
301,116.0
302,137.0
303,134.0
304,127.0
305,160.0
306,122.0
307,121.0
308,131.0
309,113.0
310,121.0
311,117.0
312,682.0
313,220.0
314,151.0
315,531.0
316,1090.0
317,340.0
318,173.0
319,190.0
320,196.0
321,119.0
322,141.0
323,131.0
324,113.0
325,151.0
326,503.0
327,151.0
328,134.0
329,145.0
330,215.0
331,118.0
332,122.0
333,432.0
334,123.0
335,124.0
336,120.0
337,121.0
338,161.0
339,151.0
340,142.0
341,173.0
342,121.0
343,126.0
344,120.0
345,123.0
346,122.0
347,127.0
348,117.0
349,136.0
350,126.0
351,127.0
352,123.0
353,123.0
354,128.0
355,182.0
356,123.0
357,123.0
358,163.0
359,130.0
360,136.0
361,136.0
362,133.0
363,159.0
364,140.0
365,127.0
366,140.0
367,120.0
368,120.0
369,139.0
370,132.0
371,137.0
372,121.0
373,133.0
374,120.0
375,125.0
376,124.0
377,127.0
378,111.0
379,125.0
380,118.0
381,119.0
382,122.0
383,136.0
384,124.0
385,123.0
386,130.0
387,124.0
388,115.0
389,121.0
390,134.0
391,112.0
392,121.0
393,121.0
394,127.0
395,130.0
396,141.0
397,114.0
398,123.0
399,123.0
400,117.0
401,120.0
402,138.0
403,120.0
404,113.0
405,127.0
406,131.0
407,132.0
408,132.0
409,150.0
410,129.0
411,141.0
412,130.0
413,153.0
414,139.0
415,120.0
416,134.0
417,142.0
418,146.0
419,132.0
420,138.0
421,149.0
422,143.0
423,139.0
424,145.0
425,141.0
426,160.0
427,10894.0
428,929.0
429,968.0
430,201.0
431,315.0
432,230.0
433,235.0
434,345.0
435,587.0
436,1201.0
437,1726.0
438,285.0
439,166.0
440,549.0
441,312.0
442,599.0
443,166.0
444,239.0
445,673.0
446,319.0
447,1232.0
448,515.0
449,302.0
450,773.0
451,135.0
452,1919.0
453,233.0
454,842.0
455,706.0
456,1830.0
457,507.0
458,519.0
459,1008.0
460,566.0
461,305.0
462,201.0
463,274.0
464,287.0
465,354.0
466,423.0
467,311.0
468,327.0
469,653.0
470,295.0
471,326.0
472,623.0
473,960.0
474,2137.0
475,835.0
476,456.0
477,471.0
478,488.0
479,13535.0
480,386.0
481,1529.0
482,380.0
483,750.0
484,2667.0
485,422.0
486,365.0
487,783.0
488,245.0
489,184.0
490,12923.0
491,21.0
492,593.0
493,462.0
494,689.0
495,1337.0
496,340.0
497,688.0
498,565.0
499,9216.0
500,22.0
501,389.0
502,180.0
503,337.0
504,830.0
505,541.0
506,443.0
507,429.0
508,1712.0
509,16057.0
510,177.0
511,1079.0
512,218.0
513,238.0
514,341.0
515,211.0
516,198.0
517,193.0
518,227.0
519,185.0
520,215.0
521,225.0
522,198.0
523,229.0
524,426.0
525,4930.0
526,204.0
527,332.0
528,603.0
529,1281.0
530,890.0
531,239.0
532,324.0
533,175.0
534,262.0
535,539.0
536,659.0
537,1470.0
538,1315.0
539,224.0
540,289.0
541,176.0
542,243.0
543,168.0
544,570.0
545,170.0
546,148.0
547,159.0
548,217.0
549,165.0
550,184.0
551,204.0
552,185.0
553,142.0
554,154.0
555,177.0
556,153.0
557,170.0
558,152.0
559,177.0
560,168.0
561,144.0
562,204.0
563,160.0
564,169.0
565,218.0
566,180.0
567,152.0
568,143.0
569,140.0
570,140.0
571,156.0
572,161.0
573,132.0
574,139.0
575,178.0
576,166.0
577,163.0
578,180.0
579,158.0
580,146.0
581,147.0
582,155.0
583,149.0
584,155.0
585,155.0
586,155.0
587,170.0
588,158.0
589,176.0
590,164.0
591,221.0
592,159.0
593,154.0
594,179.0
595,160.0
596,185.0
597,162.0
598,200.0
599,3383.0
600,185.0
601,282.0
602,149.0
603,149.0
604,150.0
605,164.0
606,174.0
607,152.0
608,151.0
609,154.0
610,152.0
611,150.0
612,141.0
613,146.0
614,151.0
615,162.0
616,160.0
617,166.0
618,166.0
619,161.0
620,150.0
621,145.0
622,141.0
623,146.0
624,158.0
625,121.0
626,126.0
627,133.0
628,148.0
629,133.0
630,154.0
631,151.0
632,361.0
633,172.0
634,290.0
635,437.0
636,488.0
637,344.0
638,318.0
639,488.0
640,8683.0
641,129.0
642,390.0
643,30715.0
644,399.0
645,445.0
646,592.0
647,343.0
648,9464.0
649,3102.0
650,422.0
651,20.0
652,24.0
653,15.0
654,9661.0
655,2545.0
656,7043.0
657,320.0
658,345.0
659,164.0
660,281.0
661,470.0
662,21.0
663,507.0
664,302.0
665,304.0
666,494.0
667,820.0
668,541.0
669,299.0
670,22935.0
671,124.0
672,250.0
673,244.0
674,123.0
675,125.0
676,143.0
677,161.0
678,245.0
679,197.0
680,125.0
681,144.0
682,247.0
683,129.0
684,146.0
685,247.0
686,137.0
687,512.0
688,341.0
689,321.0
690,139.0
691,584.0
692,363.0
693,794.0
694,283.0
695,395.0
696,323.0
697,346.0
698,328.0
699,312.0
700,368.0
701,312.0
702,415.0
703,273.0
704,319.0
705,373.0
706,437.0
707,282.0
708,277.0
709,263.0
710,246.0
711,273.0
712,261.0
713,299.0
714,262.0
715,419.0
716,296.0
717,287.0
718,287.0
719,417.0
720,438.0
721,457.0
722,324.0
723,173.0
724,187.0
725,406.0
726,245.0
727,173.0
728,318.0
729,166.0
730,175.0
731,186.0
732,143.0
733,152.0
734,102.0
735,366.0
736,158.0
737,221.0
738,146.0
739,281.0
740,194.0
741,153.0
742,150.0
743,707.0
744,170.0
745,361.0
746,166.0
747,290.0
748,159.0
749,144.0
750,150.0
751,142.0
752,173.0
753,161.0
754,169.0
755,135.0
756,329.0
757,139.0
758,253.0
759,157.0
760,154.0
761,110.0
762,332.0
763,394.0
764,168.0
765,416.0
766,164.0
767,171.0
768,169.0
769,155.0
770,299.0
771,183.0
772,172.0
773,179.0
774,313.0
775,193.0
776,223.0
777,271.0
778,354.0
779,108.0
780,422.0
781,561.0
782,280.0
783,268.0
784,272.0
785,338.0
786,304.0
787,294.0
788,295.0
789,324.0
790,310.0
791,324.0
792,310.0
793,348.0
794,434.0
795,330.0
796,322.0
797,328.0
798,281.0
799,337.0
800,327.0
801,317.0
802,312.0
803,260.0
804,287.0
805,303.0
806,282.0
807,275.0
808,295.0
809,260.0
810,288.0
811,301.0
812,295.0
813,270.0
814,330.0
815,300.0
816,301.0
817,313.0
818,297.0
819,310.0
820,295.0
821,269.0
822,321.0
823,312.0
824,355.0
825,299.0
826,325.0
827,304.0
828,371.0
829,303.0
830,311.0
831,284.0
832,297.0
833,274.0
834,252.0
835,253.0
836,69.0
837,261.0
838,428.0
839,18.0
840,436.0
841,69.0
842,380.0
843,74.0
844,382.0
845,344.0
846,81.0
847,519.0
848,250.0
849,110.0
850,215.0
851,331.0
852,581.0
853,306.0
854,408.0
855,81.0
856,451.0
857,436.0
858,289.0
859,405.0
860,371.0
861,143.0
862,156.0
863,442.0
864,336.0
865,468.0
866,463.0
867,329.0
868,501.0
869,334.0
870,333.0
871,357.0
872,306.0
873,326.0
874,324.0
875,312.0
876,305.0
877,177.0
878,535.0
879,419.0
880,518.0
881,338.0
882,486.0
883,305.0
884,44.0
885,306.0
886,310.0
887,309.0
888,557.0
889,16.0
890,316.0
891,318.0
892,322.0
893,370.0
894,332.0
895,339.0
896,331.0
897,211.0
898,360.0
899,263.0
900,365.0
901,151.0
902,279.0
903,39.0
904,19.0
905,338.0
906,70.0
907,186.0
908,178.0
909,310.0
910,164.0
911,403.0
912,384.0
913,334.0
914,331.0
915,442.0
916,330.0
917,353.0
918,368.0
919,323.0
920,511.0
921,355.0
922,369.0
923,369.0
924,401.0
925,392.0
926,313.0
927,281.0
928,554.0
929,247.0
930,279.0
931,1048.0
932,368.0
933,492.0
934,164.0
935,396.0
936,167.0
937,344.0
938,316.0
939,346.0
940,310.0
941,288.0
942,490.0
943,476.0
944,474.0
945,156.0
946,16430.0
947,316.0
948,300.0
949,329.0
950,319.0
951,321.0
952,8131.0
953,12036.0
954,214.0
955,196.0
956,165.0
957,146.0
958,982.0
959,1848.0
960,133.0
961,566.0
962,558.0
963,767.0
964,145.0
965,559.0
966,964.0
967,173.0
968,176.0
969,205.0
970,534.0
971,794.0
972,478.0
973,296.0
974,294.0
975,93.0
976,442.0
977,1629.0
978,425.0
979,1354.0
980,380.0
981,75.0
982,751.0
983,309.0
984,245.0
985,285.0
986,388.0
987,431.0
988,386.0
989,636.0
990,1011.0
991,2070.0
992,196.0
993,310.0
994,300.0
995,270.0
996,596.0
997,208.0
998,311.0
999,10725.0
1000,348.0
1001,527.0
1002,568.0
1003,317.0
1004,627.0
1005,595.0
1006,901.0
1007,474.0
1008,470.0
1009,626.0
1010,431.0
1011,824.0
1012,1845.0
1013,13004.0
1014,873.0
1015,1317.0
1016,1729.0
1017,451.0
1018,315.0
1019,447.0
1020,815.0
1021,498.0
1022,728.0
1023,326.0
1024,319.0
1025,321.0
1026,468.0
1027,990.0
1028,495.0
1029,296.0
1030,484.0
1031,437.0
1032,513.0
1033,495.0
1034,423.0
1035,4110.0
1036,323.0
1037,226.0
1038,211.0
1039,820.0
1040,950.0
1041,213.0
1042,346.0
1043,227.0
1044,281.0
1045,310.0
1046,234.0
1047,205.0
1048,375.0
1049,200.0
1050,330.0
1051,222.0
1052,150.0
1053,201.0
1054,176.0
1055,183.0
1056,160.0
1057,191.0
1058,202.0
1059,170.0
1060,166.0
1061,263.0
1062,194.0
1063,147.0
1064,172.0
1065,181.0
1066,188.0
1067,180.0
1068,180.0
1069,173.0
1070,214.0
1071,164.0
1072,195.0
1073,163.0
1074,167.0
1075,166.0
1076,169.0
1077,101.0
1078,255.0
1079,98.0
1080,151.0
1081,165.0
1082,160.0
1083,156.0
1084,102.0
1085,271.0
1086,291.0
1087,291.0
1088,295.0
1089,288.0
1090,152.0
1091,181.0
1092,201.0
1093,189.0
1094,174.0
1095,183.0
1096,169.0
1097,270.0
1098,399.0
1099,183.0
1100,181.0
1101,195.0
1102,327.0
1103,166.0
1104,196.0
1105,173.0
1106,189.0
1107,221.0
1108,199.0
1109,206.0
1110,391.0
1111,217.0
1112,252.0
1113,233.0
1114,168.0
1115,244.0
1116,135.0
1117,471.0
1118,231.0
1119,576.0
1120,230.0
1121,248.0
1122,330.0
1123,502.0
1124,245.0
1125,694.0
1126,321.0
1127,463.0
1128,317.0
1129,252.0
1130,247.0
1131,246.0
1132,219.0
1133,241.0
1134,249.0
1135,607.0
1136,270.0
1137,582.0
1138,227.0
1139,297.0
1140,229.0
1141,217.0
1142,212.0
1143,209.0
1144,164.0
1145,669.0
1146,306.0
1147,733.0
1148,576.0
1149,708.0
1150,514.0
1151,549.0
1152,876.0
1153,105.0
1154,115.0
1155,223.0
1156,107.0
1157,259.0
1158,217.0
1159,229.0
1160,878.0
1161,211.0
1162,212.0
1163,195.0
1164,194.0
1165,226.0
1166,174.0
1167,279.0
1168,223.0
1169,703.0
1170,229.0
1171,185.0
1172,2997.0
1173,412.0
1174,967.0
1175,1874.0
1176,75.0
1177,749.0
1178,201.0
1179,830.0
1180,850.0
1181,686.0
1182,14799.0
1183,1656.0
1184,10252.0
1185,128.0
1186,73.0
1187,71.0
1188,145.0
1189,91.0
1190,97.0
1191,3194.0
1192,349.0
1193,173.0
1194,127.0
1195,136.0
1196,182.0
1197,150.0
1198,121.0
1199,78.0
1200,93.0
1201,98.0
1202,143.0
1203,135.0
1204,162.0
1205,125.0
1206,132.0
1207,137.0
1208,137.0
1209,131.0
1210,137.0
1211,121.0
1212,141.0
1213,159.0
1214,136.0
1215,151.0
1216,152.0
1217,153.0
1218,157.0
1219,135.0
1220,155.0
1221,165.0
1222,207.0
1223,194.0
1224,7166.0
1225,22823.0
1226,252.0
1227,221.0
1228,223.0
1229,47.0
1230,261.0
1231,992.0
1232,201.0
1233,185.0
1234,159.0
1235,170.0
1236,164.0
1237,131.0
1238,171.0
1239,166.0
1240,135.0
1241,125.0
1242,53.0
1243,162.0
1244,1006.0
1245,1944.0
1246,14640.0
1247,820.0
1248,345.0
1249,227.0
1250,248.0
1251,226.0
1252,350.0
1253,208.0
1254,162.0
1255,211.0
1256,167.0
1257,165.0
1258,154.0
1259,299.0
1260,204.0
1261,174.0
1262,179.0
1263,162.0
1264,134.0
1265,270.0
1266,144.0
1267,110.0
1268,346.0
1269,205.0
1270,376.0
1271,320.0
1272,185.0
1273,473.0
1274,181.0
1275,525.0
1276,216.0
1277,252.0
1278,219.0
1279,231.0
1280,173.0
1281,365.0
1282,283.0
1283,309.0
1284,729.0
1285,217.0
1286,207.0
1287,8177.0
1288,910.0
1289,1031.0
1290,195.0
1291,326.0
1292,535.0
1293,302.0
1294,182.0
1295,278.0
1296,320.0
1297,402.0
1298,132.0
1299,191.0
1300,422.0
1301,363.0
1302,191.0
1303,258.0
1304,313.0
1305,169.0
1306,175.0
1307,231.0
1308,380.0
1309,415.0
1310,1862.0
1311,141.0
1312,585.0
1313,301.0
1314,1546.0
1315,2523.0
1316,1022.0
1317,1937.0
1318,3350.0
1319,393.0
1320,1950.0
1321,99.0
1322,451.0
1323,1138.0
1324,117.0
1325,1446.0
1326,102.0
1327,309.0
1328,345.0
1329,2097.0
1330,304.0
1331,1420.0
1332,274.0
1333,595.0
1334,685.0
1335,183.0
1336,285.0
1337,290.0
1338,269.0
1339,262.0
1340,298.0
1341,295.0
1342,5860.0
1343,667.0
1344,564.0
1345,105.0
1346,113.0
1347,782.0
1348,1367.0
1349,138.0
1350,431.0
1351,151.0
1352,767.0
1353,1335.0
1354,1368.0
1355,825.0
1356,144.0
1357,458.0
1358,181.0
1359,453.0
1360,174.0
1361,172.0
1362,149.0
1363,165.0
1364,550.0
1365,604.0
1366,299.0
1367,289.0
1368,159.0
1369,201.0
1370,244.0
1371,174.0
1372,324.0
1373,150.0
1374,193.0
1375,181.0
1376,201.0
1377,434.0
1378,123.0
1379,139.0
1380,165.0
1381,270.0
1382,641.0
1383,272.0
1384,143.0
1385,1090.0
1386,157.0
1387,283.0
1388,125.0
1389,362.0
1390,215.0
1391,197.0
1392,204.0
1393,1966.0
1394,331.0
1395,225.0
1396,249.0
1397,168.0
1398,141.0
1399,160.0
1400,198.0
1401,141.0
1402,159.0
1403,167.0
1404,145.0
1405,43.0
1406,47.0
1407,40.0
1408,40.0
1409,131.0
1410,141.0
1411,160.0
1412,219.0
1413,227.0
1414,124.0
1415,147.0
1416,124.0
1417,271.0
1418,117.0
1419,225.0
1420,153.0
1421,240.0
1422,148.0
1423,149.0
1424,148.0
1425,140.0
1426,125.0
1427,361.0
1428,181.0
1429,220.0
1430,130.0
1431,200.0
1432,185.0
1433,124.0
1434,3245.0
1435,120.0
1436,148.0
1437,127.0
1438,146.0
1439,141.0
1440,148.0
1441,148.0
1442,138.0
1443,144.0
1444,133.0
1445,149.0
1446,163.0
1447,155.0
1448,167.0
1449,185.0
1450,155.0
1451,131.0
1452,176.0
1453,146.0
1454,159.0
1455,161.0
1456,155.0
1457,159.0
1458,165.0
1459,157.0
1460,154.0
1461,130.0
1462,150.0
1463,170.0
1464,162.0
1465,159.0
1466,148.0
1467,152.0
1468,148.0
1469,149.0
1470,189.0
1471,171.0
1472,190.0
1473,181.0
1474,169.0
1475,381.0
1476,190.0
1477,175.0
1478,161.0
1479,206.0
1480,190.0
1481,550.0
1482,237.0
1483,180.0
1484,767.0
1485,161.0
1486,436.0
1487,168.0
1488,547.0
1489,853.0
1490,448.0
1491,221.0
1492,204.0
1493,138.0
1494,174.0
1495,259.0
1496,167.0
1497,156.0
1498,167.0
1499,149.0
1500,211.0
1501,240.0
1502,140.0
1503,229.0
1504,254.0
1505,164.0
1506,198.0
1507,190.0
1508,173.0
1509,165.0
1510,182.0
1511,153.0
1512,138.0
1513,136.0
1514,136.0
1515,135.0
1516,121.0
1517,141.0
1518,226.0
1519,223.0
1520,195.0
1521,139.0
1522,123.0
1523,134.0
1524,128.0
1525,139.0
1526,141.0
1527,263.0
1528,262.0
1529,129.0
1530,122.0
1531,139.0
1532,124.0
1533,120.0
1534,142.0
1535,130.0
1536,83.0
1537,128.0
1538,139.0
1539,127.0
1540,105.0
1541,125.0
1542,130.0
1543,131.0
1544,118.0
1545,123.0
1546,123.0
1547,129.0
1548,127.0
1549,123.0
1550,142.0
1551,131.0
1552,123.0
1553,129.0
1554,113.0
1555,126.0
1556,119.0
1557,113.0
1558,123.0
1559,120.0
1560,129.0
1561,131.0
1562,119.0
1563,130.0
1564,142.0
1565,134.0
1566,119.0
1567,135.0
1568,142.0
1569,128.0
1570,2001.0
1571,157.0
1572,154.0
1573,154.0
1574,131.0
1575,207.0
1576,302.0
1577,138.0
1578,185.0
1579,152.0
1580,209.0
1581,149.0
1582,146.0
1583,212.0
1584,152.0
1585,151.0
1586,159.0
1587,142.0
1588,381.0
1589,377.0
1590,4266.0
1591,6038.0
1592,572.0
1593,153.0
1594,197.0
1595,163.0
1596,444.0
1597,152.0
1598,167.0
1599,546.0
1600,2838.0
1601,732.0
1602,2839.0
1603,113.0
1604,164.0
1605,150.0
1606,168.0
1607,165.0
1608,166.0
1609,155.0
1610,202.0
1611,836.0
1612,23343.0
1613,13167.0
1614,65.0
1615,2525.0
1616,197.0
1617,238.0
1618,172.0
1619,192.0
1620,190.0
1621,207.0
1622,1589.0
1623,181.0
1624,63.0
1625,216.0
1626,186.0
1627,183.0
1628,209.0
1629,192.0
1630,175.0
1631,182.0
1632,201.0
1633,883.0
1634,195.0
1635,196.0
1636,69.0
1637,176.0
1638,174.0
1639,168.0
1640,173.0
1641,181.0
1642,178.0
1643,201.0
1644,174.0
1645,199.0
1646,197.0
1647,171.0
1648,213.0
1649,189.0
1650,199.0
1651,205.0
1652,202.0
1653,187.0
1654,183.0
1655,140.0
1656,204.0
1657,198.0
1658,170.0
1659,217.0
1660,202.0
1661,190.0
1662,155.0
1663,193.0
1664,195.0
1665,164.0
1666,206.0
1667,215.0
1668,221.0
1669,252.0
1670,227.0
1671,171.0
1672,208.0
1673,245.0
1674,38.0
1675,217.0
1676,259.0
1677,323.0
1678,274.0
1679,271.0
1680,272.0
1681,313.0
1682,257.0
1683,368.0
1684,280.0
1685,410.0
1686,411.0
1687,505.0
1688,265.0
1689,509.0
1690,282.0
1691,19.0
1692,495.0
1693,807.0
1694,2613.0
1695,417.0
1696,1036.0
1697,176.0
1698,766.0
1699,458.0
1700,844.0
1701,556.0
1702,550.0
1703,150.0
1704,166.0
1705,166.0
1706,187.0
1707,160.0
1708,178.0
1709,174.0
1710,179.0
1711,181.0
1712,180.0
1713,163.0
1714,195.0
1715,163.0
1716,170.0
1717,178.0
1718,173.0
1719,183.0
1720,184.0
1721,182.0
1722,195.0
1723,563.0
1724,187.0
1725,537.0
1726,523.0
1727,184.0
1728,196.0
1729,193.0
1730,195.0
1731,204.0
1732,604.0
1733,182.0
1734,189.0
1735,170.0
1736,158.0
1737,189.0
1738,187.0
1739,201.0
1740,197.0
1741,540.0
1742,495.0
1743,502.0
1744,510.0
1745,575.0
1746,585.0
1747,508.0
1748,502.0
1749,224.0
1750,521.0
1751,499.0
1752,753.0
1753,8980.0
1754,513.0
1755,729.0
1756,466.0
1757,783.0
1758,517.0
1759,28.0
1760,158.0
1761,678.0
1762,921.0
1763,381.0
1764,1642.0
1765,2146.0
1766,948.0
1767,2215.0
1768,1147.0
1769,455.0
1770,565.0
1771,158.0
1772,188.0
1773,5055.0
1774,386.0
1775,2490.0
1776,1026.0
1777,818.0
1778,571.0
1779,500.0
1780,296.0
1781,375.0
1782,275.0
1783,166.0
1784,324.0
1785,282.0
1786,302.0
1787,297.0
1788,299.0
1789,161.0
1790,181.0
1791,286.0
1792,306.0
1793,133.0
1794,128.0
1795,142.0
1796,130.0
1797,126.0
1798,118.0
1799,117.0
1800,144.0
1801,123.0
1802,122.0
1803,134.0
1804,109.0
1805,148.0
1806,123.0
1807,137.0
1808,113.0
1809,147.0
1810,134.0
1811,123.0
1812,120.0
1813,112.0
1814,112.0
1815,125.0
1816,107.0
1817,111.0
1818,133.0
1819,133.0
1820,110.0
1821,135.0
1822,128.0
1823,132.0
1824,126.0
1825,135.0
1826,141.0
1827,129.0
1828,135.0
1829,156.0
1830,136.0
1831,100.0
1832,121.0
1833,131.0
1834,136.0
1835,100.0
1836,129.0
1837,123.0
1838,130.0
1839,130.0
1840,124.0
1841,110.0
1842,127.0
1843,131.0
1844,137.0
1845,134.0
1846,123.0
1847,133.0
1848,127.0
1849,132.0
1850,143.0
1851,149.0
1852,158.0
1853,138.0
1854,136.0
1855,133.0
1856,156.0
1857,141.0
1858,148.0
1859,145.0
1860,150.0
1861,137.0
1862,135.0
1863,151.0
1864,133.0
1865,165.0
1866,145.0
1867,146.0
1868,147.0
1869,154.0
1870,162.0
1871,156.0
1872,151.0
1873,157.0
1874,173.0
1875,156.0
1876,142.0
1877,157.0
1878,163.0
1879,169.0
1880,166.0
1881,151.0
1882,155.0
1883,166.0
1884,168.0
1885,174.0
1886,170.0
1887,149.0
1888,152.0
1889,168.0
1890,151.0
1891,143.0
1892,151.0
1893,147.0
1894,138.0
1895,141.0
1896,159.0
1897,188.0
1898,153.0
1899,173.0
1900,154.0
1901,145.0
1902,170.0
1903,174.0
1904,196.0
1905,153.0
1906,156.0
1907,148.0
1908,177.0
1909,174.0
1910,156.0
1911,174.0
1912,159.0
1913,170.0
1914,202.0
1915,185.0
1916,150.0
1917,183.0
1918,187.0
1919,199.0
1920,201.0
1921,172.0
1922,193.0
1923,170.0
1924,168.0
1925,207.0
1926,210.0
1927,204.0
1928,175.0
1929,193.0
1930,213.0
1931,200.0
1932,205.0
1933,211.0
1934,235.0
1935,249.0
1936,240.0
1937,239.0
1938,236.0
1939,240.0
1940,215.0
1941,228.0
1942,210.0
1943,227.0
1944,231.0
1945,241.0
1946,274.0
1947,237.0
1948,305.0
1949,292.0
1950,323.0
1951,239.0
1952,235.0
1953,258.0
1954,222.0
1955,254.0
1956,282.0
1957,271.0
1958,260.0
1959,280.0
1960,223.0
1961,242.0
1962,243.0
1963,214.0
1964,268.0
1965,223.0
1966,208.0
1967,214.0
1968,245.0
1969,207.0
1970,221.0
1971,195.0
1972,195.0
1973,194.0
1974,198.0
1975,196.0
1976,229.0
1977,242.0
1978,229.0
1979,217.0
1980,242.0
1981,219.0
1982,205.0
1983,216.0
1984,230.0
1985,211.0
1986,226.0
1987,232.0
1988,224.0
1989,191.0
1990,261.0
1991,229.0
1992,239.0
1993,266.0
1994,232.0
1995,220.0
1996,240.0
1997,235.0
1998,199.0
1999,183.0
2000,196.0
2001,230.0
2002,181.0
2003,212.0
2004,249.0
2005,245.0
2006,221.0
2007,273.0
2008,221.0
2009,199.0
2010,216.0
2011,207.0
2012,232.0
2013,209.0
2014,226.0
2015,215.0
2016,224.0
2017,221.0
2018,229.0
2019,213.0
2020,244.0
2021,393.0
2022,263.0
2023,395.0
2024,643.0
2025,412.0
2026,476.0
2027,569.0
2028,565.0
2029,2340.0
2030,293.0
2031,331.0
2032,424.0
2033,798.0
2034,31488.0
2035,59.0
2036,59.0
2037,74.0
2038,101.0
2039,93.0
2040,109.0
2041,110.0
2042,42210.0
2043,16.0
2044,15.0
2045,1089.0
2046,13.0
2047,15.0
2048,126.0
2049,15.0
2050,259.0
2051,20.0
2052,14.0
2053,20.0
2054,54.0
2055,310.0
2056,222.0
2057,40.0
2058,6347.0
2059,6974.0
2060,251.0
2061,226.0
2062,235.0
2063,222.0
2064,213.0
2065,171.0
2066,179.0
2067,142.0
2068,166.0
2069,160.0
2070,143.0
2071,148.0
2072,133.0
2073,147.0
2074,147.0
2075,115.0
2076,131.0
2077,106.0
2078,120.0
2079,110.0
2080,98.0
2081,96.0
2082,107.0
2083,130.0
2084,131.0
2085,90.0
2086,113.0
2087,94.0
2088,114.0
2089,84.0
2090,118.0
2091,104.0
2092,103.0
2093,107.0
2094,111.0
2095,92.0
2096,115.0
2097,103.0
2098,70.0
2099,108.0
2100,93.0
2101,98.0
2102,76.0
2103,101.0
2104,97.0
2105,99.0
2106,82.0
2107,84.0
2108,115.0
2109,101.0
2110,119.0
2111,106.0
2112,120.0
2113,110.0
2114,112.0
2115,96.0
2116,122.0
2117,106.0
2118,109.0
2119,107.0
2120,125.0
2121,113.0
2122,107.0
2123,113.0
2124,128.0
2125,130.0
